Suburb,Address,Rooms,Type,Method,Date,Distance from CBD,Postcode,Bedroom2,Bathroom,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount,Landsize_winsorized,Price_winsorized,PricePerSquareMeter
Oak Park,10 Magnolia St,5,house,S,20/05/2017,11.5,3046.0,5.0,3.0,Moreland,-37.719,144.9254,Northern Metropolitan,2651.0,647.0,1005000.0,1553.323029366306
Oak Park,7 Ridge Rd,4,house,PI,20/05/2017,11.5,3046.0,4.0,2.0,Moreland,-37.7149,144.9153,Northern Metropolitan,2651.0,301.0,860000.0,2857.1428571428573
Oak Park,11 Xavier St,5,house,S,20/05/2017,11.5,3046.0,5.0,3.0,Moreland,-37.7206,144.9194,Northern Metropolitan,2651.0,700.0,1306000.0,1865.7142857142858
Oak Park,19A Cardinal Rd,4,house,S,29/04/2017,11.5,3046.0,4.0,2.0,Moreland,-37.7136,144.92700000000005,Northern Metropolitan,2651.0,568.0,1250000.0,2200.7042253521126
Oak Park,3/21 Lex Gr,3,unit,S,29/04/2017,11.5,3046.0,3.0,1.0,Moreland,-37.7188,144.9243,Northern Metropolitan,2651.0,533.0,648000.0,1215.7598499061914
Oakleigh,101 Atkinson St,4,house,S,8/04/2017,14.0,3166.0,4.0,2.0,Monash,-37.8952,145.0928,Southern Metropolitan,3224.0,1143.0,2525000.0,2209.09886264217
Oakleigh,12 Watsonia St,4,house,S,8/04/2017,14.0,3166.0,4.0,2.0,Monash,-37.91,145.096,Southern Metropolitan,3224.0,537.0,1615000.0,3007.4487895716948
Oakleigh,1/1438 Dandenong Rd,3,unit,PI,13/05/2017,14.0,3166.0,3.0,1.0,Monash,-37.8946,145.0944,Southern Metropolitan,3224.0,160.0,655000.0,4093.75
Oakleigh,24 Gadd St,5,house,S,13/05/2017,14.0,3166.0,5.0,3.0,Monash,-37.9098,145.097,Southern Metropolitan,3224.0,707.0,1351000.0,1910.8910891089108
Oakleigh,36 Westgate St,3,house,S,13/05/2017,14.0,3166.0,3.0,2.0,Monash,-37.9066,145.0869,Southern Metropolitan,3224.0,570.0,1205000.0,2114.035087719298
Oakleigh,4 Mead Ct,2,house,S,20/05/2017,14.0,3166.0,2.0,1.0,Monash,-37.9067,145.0921,Southern Metropolitan,3224.0,257.0,676000.0,2630.350194552529
Oakleigh,7 Hilbert Ct,4,house,S,22/04/2017,14.0,3166.0,4.0,2.0,Monash,-37.895,145.1014,Southern Metropolitan,3224.0,538.0,1145000.0,2128.252788104089
Oakleigh,141 Atherton Rd,4,house,PI,29/04/2017,14.0,3166.0,4.0,3.0,Monash,-37.8999,145.0993,Southern Metropolitan,3224.0,691.0,1600000.0,2315.4848046309694
Oakleigh,110 Atkinson St,4,house,S,29/04/2017,14.0,3166.0,4.0,2.0,Monash,-37.898,145.0928,Southern Metropolitan,3224.0,598.0,1840000.0,3076.923076923077
Ormond,265 Tucker Rd,3,house,S,6/05/2017,11.8,3204.0,3.0,2.0,Glen Eira,-37.9067,145.053,Southern Metropolitan,3578.0,670.0,1300000.0,1940.2985074626865
Ormond,39 Draper St,5,house,S,8/04/2017,11.8,3204.0,5.0,2.0,Glen Eira,-37.908,145.0502,Southern Metropolitan,3578.0,699.0,2250000.0,3218.8841201716737
Ormond,6/16 Walsh St,2,unit,S,8/04/2017,11.8,3204.0,2.0,1.0,Glen Eira,-37.9023,145.0461,Southern Metropolitan,3578.0,533.0,437500.0,820.8255159474671
Ormond,2/1 Lillimur Rd,3,unit,S,13/05/2017,11.8,3204.0,3.0,2.0,Glen Eira,-37.9034,145.0409,Southern Metropolitan,3578.0,199.0,960000.0,4824.120603015075
Ormond,688 North Rd,4,house,S,13/05/2017,11.8,3204.0,4.0,2.0,Glen Eira,-37.9051,145.0473,Southern Metropolitan,3578.0,618.0,1486000.0,2404.5307443365696
Ormond,286 Tucker Rd,4,townhouse,S,20/05/2017,11.8,3204.0,4.0,2.0,Glen Eira,-37.9084,145.0532,Southern Metropolitan,3578.0,314.0,1425000.0,4538.216560509554
Ormond,3/10 Ormond Rd,1,unit,PI,29/04/2017,11.8,3204.0,1.0,1.0,Glen Eira,-37.9032,145.0455,Southern Metropolitan,3578.0,533.0,311500.0,584.4277673545967
Parkville,13/54 The Avenue,3,unit,S,6/05/2017,2.6,3052.0,3.0,1.0,Melbourne,-37.7867,144.9572,Northern Metropolitan,2309.0,533.0,835000.0,1566.6041275797372
Parkville,21 Morrah St,4,house,S,13/05/2017,2.6,3052.0,4.0,3.0,Melbourne,-37.7959,144.9569,Northern Metropolitan,2309.0,289.0,3350000.0,13737.024221453286
Parkville,55 Park Dr,3,house,S,20/05/2017,2.6,3052.0,3.0,2.0,Melbourne,-37.7961,144.9538,Northern Metropolitan,2309.0,180.0,2790000.0,15500.0
Pascoe Vale,62 Devon Rd,3,house,S,6/05/2017,9.9,3044.0,3.0,2.0,Moreland,-37.7215,144.9251,Northern Metropolitan,7485.0,294.0,755000.0,2568.0272108843537
Pascoe Vale,4 Dixon St,2,house,PI,6/05/2017,9.9,3044.0,2.0,1.0,Moreland,-37.7189,144.9508,Northern Metropolitan,7485.0,531.0,750000.0,1412.4293785310736
Pascoe Vale,2 Ann St,2,house,S,8/04/2017,9.9,3044.0,2.0,1.0,Moreland,-37.7306,144.9357,Northern Metropolitan,7485.0,587.0,999000.0,1701.8739352640546
Pascoe Vale,8 Braeside St,3,house,SP,8/04/2017,9.9,3044.0,3.0,1.0,Moreland,-37.7182,144.9506,Northern Metropolitan,7485.0,793.0,800000.0,1008.827238335435
Pascoe Vale,115 Derby St,4,house,S,8/04/2017,9.9,3044.0,4.0,1.0,Moreland,-37.7278,144.9463,Northern Metropolitan,7485.0,593.0,800000.0,1349.0725126475547
Pascoe Vale,147 Derby St,3,house,SP,8/04/2017,9.9,3044.0,3.0,1.0,Moreland,-37.7253,144.9467,Northern Metropolitan,7485.0,488.0,806000.0,1651.639344262295
Pascoe Vale,9 Bawden Ct,4,house,S,13/05/2017,9.9,3044.0,4.0,1.0,Moreland,-37.7195,144.9456,Northern Metropolitan,7485.0,596.0,770000.0,1291.9463087248323
Pascoe Vale,3/238 Cumberland Rd,2,unit,S,13/05/2017,9.9,3044.0,2.0,1.0,Moreland,-37.7218,144.9406,Northern Metropolitan,7485.0,136.0,496000.0,3647.0588235294117
Pascoe Vale,1/142 Derby St,3,house,S,13/05/2017,9.9,3044.0,3.0,1.0,Moreland,-37.7243,144.9473,Northern Metropolitan,7485.0,533.0,585000.0,1097.560975609756
Pascoe Vale,1/29 Devon Rd,2,townhouse,VB,13/05/2017,9.9,3044.0,2.0,1.0,Moreland,-37.7217,144.924,Northern Metropolitan,7485.0,240.0,540000.0,2250.0
Pascoe Vale,5 Sims St,3,house,S,13/05/2017,9.9,3044.0,3.0,1.0,Moreland,-37.7242,144.9424,Northern Metropolitan,7485.0,321.0,708000.0,2205.607476635514
Pascoe Vale,7/26 Snell Gr,2,unit,SP,13/05/2017,9.9,3044.0,2.0,1.0,Moreland,-37.7181,144.9322,Northern Metropolitan,7485.0,123.0,497000.0,4040.650406504065
Pascoe Vale,6 Wicklow St,3,house,S,13/05/2017,9.9,3044.0,3.0,1.0,Moreland,-37.7187,144.9433,Northern Metropolitan,7485.0,506.0,800000.0,1581.0276679841897
Pascoe Vale,8 Ann St,4,house,S,20/05/2017,9.9,3044.0,4.0,3.0,Moreland,-37.7302,144.9357,Northern Metropolitan,7485.0,590.0,1395000.0,2364.406779661017
Pascoe Vale,10/43 Arndt Rd,2,unit,S,20/05/2017,9.9,3044.0,2.0,1.0,Moreland,-37.7216,144.9292,Northern Metropolitan,7485.0,134.0,427500.0,3190.2985074626868
Pascoe Vale,5/137 Northumberland Rd,3,townhouse,S,20/05/2017,9.9,3044.0,3.0,2.0,Moreland,-37.7177,144.9328,Northern Metropolitan,7485.0,141.0,560000.0,3971.631205673759
Pascoe Vale,24 Bolingbroke St,5,house,PI,22/04/2017,9.9,3044.0,5.0,3.0,Moreland,-37.7321,144.9353,Northern Metropolitan,7485.0,1004.0,1410000.0,1404.382470119522
Pascoe Vale,2A Bolingbroke St,2,townhouse,S,22/04/2017,9.9,3044.0,2.0,1.0,Moreland,-37.7324,144.9377,Northern Metropolitan,7485.0,533.0,520000.0,975.609756097561
Pascoe Vale,12 Irma Gr,3,house,S,22/04/2017,9.9,3044.0,3.0,1.0,Moreland,-37.7303,144.9445,Northern Metropolitan,7485.0,620.0,1017500.0,1641.1290322580646
Pascoe Vale,24 Windsor St,2,house,S,22/04/2017,9.9,3044.0,2.0,1.0,Moreland,-37.724,144.9447,Northern Metropolitan,7485.0,602.0,910000.0,1511.6279069767443
Pascoe Vale,16 Hayes Pde,5,house,S,29/04/2017,9.9,3044.0,5.0,2.0,Moreland,-37.7328,144.9281,Northern Metropolitan,7485.0,706.0,958000.0,1356.9405099150142
Pascoe Vale,20 Snell Gr,3,house,PI,29/04/2017,9.9,3044.0,3.0,1.0,Moreland,-37.7186,144.9318,Northern Metropolitan,7485.0,603.0,770000.0,1276.9485903814261
Port Melbourne,281 Esplanade East,3,house,S,6/05/2017,3.8,3207.0,3.0,3.0,Port Phillip,-37.8368,144.9463,Southern Metropolitan,8648.0,92.0,1400000.0,15217.391304347826
Port Melbourne,342 Howe Pde,2,house,S,8/04/2017,3.8,3207.0,2.0,1.0,Port Phillip,-37.8366,144.923,Southern Metropolitan,8648.0,288.0,1332000.0,4625.0
Port Melbourne,301/115 Nott St,2,house,S,8/04/2017,3.8,3207.0,2.0,2.0,Port Phillip,-37.84,144.939,Southern Metropolitan,8648.0,533.0,801000.0,1502.81425891182
Port Melbourne,203 Station St,3,house,S,8/04/2017,3.8,3207.0,3.0,2.0,Port Phillip,-37.8323,144.9463,Southern Metropolitan,8648.0,368.0,2400000.0,6521.739130434783
Port Melbourne,102/159 Beach St,2,unit,S,22/04/2017,3.8,3207.0,2.0,2.0,Port Phillip,-37.8392,144.9257,Southern Metropolitan,8648.0,98.0,950000.0,9693.877551020409
Port Melbourne,205/88 Dow St,2,unit,SP,22/04/2017,3.8,3207.0,2.0,1.0,Port Phillip,-37.842,144.9413,Southern Metropolitan,8648.0,533.0,730000.0,1369.6060037523453
Port Melbourne,108/40 Beach St,2,unit,S,29/04/2017,3.8,3207.0,2.0,2.0,Port Phillip,-37.8427,144.9378,Southern Metropolitan,8648.0,533.0,1110000.0,2082.5515947467165
Port Melbourne,9/23 Beaconsfield Pde,2,unit,S,29/04/2017,3.8,3207.0,2.0,2.0,Port Phillip,-37.8444,144.9421,Southern Metropolitan,8648.0,533.0,2250000.0,4221.388367729831
Port Melbourne,130 Clark St,4,house,S,29/04/2017,3.8,3207.0,4.0,3.0,Port Phillip,-37.8346,144.9358,Southern Metropolitan,8648.0,317.0,2700000.0,8517.350157728706
Port Melbourne,205 Clark St,4,house,S,29/04/2017,3.8,3207.0,4.0,1.0,Port Phillip,-37.833,144.9377,Southern Metropolitan,8648.0,190.0,1375000.0,7236.8421052631575
Port Melbourne,205/15 Pickles St,2,unit,VB,29/04/2017,3.8,3207.0,2.0,1.0,Port Phillip,-37.8443,144.9442,Southern Metropolitan,8648.0,533.0,600000.0,1125.703564727955
Prahran,47 Wrights Tce,3,house,PI,6/05/2017,4.5,3181.0,3.0,1.0,Stonnington,-37.851,145.0055,Southern Metropolitan,7717.0,195.0,1251000.0,6415.384615384615
Prahran,111 Chomley St,2,house,SP,8/04/2017,4.5,3181.0,2.0,1.0,Stonnington,-37.8551,145.0058,Southern Metropolitan,7717.0,210.0,1305000.0,6214.285714285715
Prahran,208/11 Hillingdon Pl,1,unit,S,8/04/2017,4.5,3181.0,1.0,1.0,Stonnington,-37.8516,144.9943,Southern Metropolitan,7717.0,533.0,550000.0,1031.8949343339586
Prahran,7/72 Williams Rd,2,unit,SP,13/05/2017,4.5,3181.0,2.0,1.0,Stonnington,-37.8542,145.0024,Southern Metropolitan,7717.0,77.0,550000.0,7638.888888888889
Prahran,12/28 Wynnstay Rd,1,unit,PI,13/05/2017,4.5,3181.0,1.0,1.0,Stonnington,-37.8529,145.0103,Southern Metropolitan,7717.0,533.0,410000.0,769.2307692307693
Prahran,101/323 Dandenong Rd,2,unit,S,20/05/2017,4.5,3181.0,2.0,2.0,Stonnington,-37.8597,145.0093,Southern Metropolitan,7717.0,1146.0,690000.0,602.0942408376964
Prahran,4/605 High St,2,unit,S,20/05/2017,4.5,3181.0,2.0,1.0,Stonnington,-37.8538,145.0088,Southern Metropolitan,7717.0,533.0,630000.0,1181.9887429643527
Prahran,4/38 Porter St,2,unit,S,20/05/2017,4.5,3181.0,2.0,1.0,Stonnington,-37.8489,144.9903,Southern Metropolitan,7717.0,479.0,570000.0,1189.9791231732777
Prahran,44 Spring St,1,house,PI,22/04/2017,4.5,3181.0,1.0,1.0,Stonnington,-37.8508,145.0051,Southern Metropolitan,7717.0,108.0,860000.0,7962.962962962963
Prahran,277 Dandenong Rd,3,house,PI,29/04/2017,4.5,3181.0,3.0,1.0,Stonnington,-37.859,145.0038,Southern Metropolitan,7717.0,249.0,880000.0,3534.136546184739
Prahran,205/201 High St,2,unit,VB,29/04/2017,4.5,3181.0,2.0,1.0,Stonnington,-37.8519,144.9948,Southern Metropolitan,7717.0,533.0,475000.0,891.1819887429643
Prahran,26/670 Malvern Rd,2,unit,S,29/04/2017,4.5,3181.0,2.0,1.0,Stonnington,-37.849,145.0088,Southern Metropolitan,7717.0,533.0,888000.0,1666.0412757973734
Preston,502/49 Plenty Rd,2,unit,SP,6/05/2017,8.8,3072.0,2.0,1.0,Darebin,-37.7499,145.0031,Northern Metropolitan,14577.0,533.0,413000.0,774.859287054409
Preston,14 West St,3,house,S,6/05/2017,8.8,3072.0,3.0,2.0,Darebin,-37.736,145.0033,Northern Metropolitan,14577.0,572.0,1190000.0,2080.4195804195806
Preston,2 Bruce St,2,house,PI,8/04/2017,8.8,3072.0,2.0,1.0,Darebin,-37.7424,145.0026,Northern Metropolitan,14577.0,465.0,2000000.0,4301.075268817204
Preston,4 Devon St,3,house,S,8/04/2017,8.8,3072.0,3.0,1.0,Darebin,-37.7505,144.991,Northern Metropolitan,14577.0,513.0,1045000.0,2037.037037037037
Preston,7 Leicester St,3,house,S,8/04/2017,8.8,3072.0,3.0,2.0,Darebin,-37.7438,144.9971,Northern Metropolitan,14577.0,604.0,1121000.0,1855.9602649006622
Preston,2/15 Percival St,3,unit,S,8/04/2017,8.8,3072.0,3.0,1.0,Darebin,-37.7317,145.0083,Northern Metropolitan,14577.0,210.0,715000.0,3404.7619047619046
Preston,263 Tyler St,4,house,S,8/04/2017,8.8,3072.0,4.0,3.0,Darebin,-37.731,145.0115,Northern Metropolitan,14577.0,466.0,1200000.0,2575.107296137339
Preston,53 William St,3,house,S,8/04/2017,8.8,3072.0,3.0,2.0,Darebin,-37.7336,145.0022,Northern Metropolitan,14577.0,472.0,917500.0,1943.8559322033898
Preston,125 Albert St,4,house,S,13/05/2017,8.8,3072.0,4.0,1.0,Darebin,-37.7386,145.0234,Northern Metropolitan,14577.0,494.0,770000.0,1558.7044534412955
Preston,31 Benambra St,3,house,PI,13/05/2017,8.8,3072.0,3.0,2.0,Darebin,-37.7334,144.9873,Northern Metropolitan,14577.0,319.0,800000.0,2507.8369905956115
Preston,3 Carthew Gr,4,house,S,13/05/2017,8.8,3072.0,4.0,1.0,Darebin,-37.7506,144.99,Northern Metropolitan,14577.0,521.0,1075000.0,2063.3397312859884
Preston,3 Evelyn St,3,house,S,13/05/2017,8.8,3072.0,3.0,2.0,Darebin,-37.7377,144.9911,Northern Metropolitan,14577.0,511.0,1015000.0,1986.3013698630136
Preston,110 Raglan St,3,townhouse,S,13/05/2017,8.8,3072.0,3.0,2.0,Darebin,-37.7506,145.0185,Northern Metropolitan,14577.0,242.0,880000.0,3636.3636363636365
Preston,118 Wood St,3,house,PI,13/05/2017,8.8,3072.0,3.0,2.0,Darebin,-37.7353,145.0232,Northern Metropolitan,14577.0,670.0,1020000.0,1522.3880597014925
Preston,33 Grandview Rd,3,house,VB,20/05/2017,8.8,3072.0,3.0,1.0,Darebin,-37.7373,144.9864,Northern Metropolitan,14577.0,624.0,1000000.0,1602.5641025641025
Preston,86 Malpas St,3,house,SP,20/05/2017,8.8,3072.0,3.0,0.0,Darebin,-37.7336,145.0168,Northern Metropolitan,14577.0,533.0,1010000.0,1894.9343339587242
Preston,21 Robeson St,4,house,S,20/05/2017,8.8,3072.0,4.0,1.0,Darebin,-37.7489,144.9861,Northern Metropolitan,14577.0,556.0,1110000.0,1996.4028776978416
Preston,47 Youngman St,2,house,VB,20/05/2017,8.8,3072.0,2.0,1.0,Darebin,-37.7356,145.0087,Northern Metropolitan,14577.0,405.0,800000.0,1975.3086419753085
Preston,20 Ambon St,3,house,S,22/04/2017,8.8,3072.0,3.0,1.0,Darebin,-37.7341,145.0275,Northern Metropolitan,14577.0,674.0,910000.0,1350.1483679525222
Preston,12 Belgrove St,3,house,S,22/04/2017,8.8,3072.0,3.0,1.0,Darebin,-37.7452,145.0192,Northern Metropolitan,14577.0,690.0,1215000.0,1760.8695652173913
Preston,2 Bruce St,2,house,SP,22/04/2017,8.8,3072.0,2.0,1.0,Darebin,-37.7424,145.0026,Northern Metropolitan,14577.0,465.0,2300000.0,4946.236559139785
Preston,60 Carlisle St,2,house,SP,22/04/2017,8.8,3072.0,2.0,1.0,Darebin,-37.7521,145.0071,Northern Metropolitan,14577.0,258.0,1108000.0,4294.573643410853
Preston,11 Murphy St,3,house,S,22/04/2017,8.8,3072.0,3.0,1.0,Darebin,-37.7305,144.9856,Northern Metropolitan,14577.0,620.0,801000.0,1291.9354838709678
Preston,227 Wood St,3,house,S,22/04/2017,8.8,3072.0,3.0,1.0,Darebin,-37.7341,145.0096,Northern Metropolitan,14577.0,486.0,1010000.0,2078.1893004115227
Preston,6 Adams St,3,house,S,29/04/2017,8.8,3072.0,3.0,1.0,Darebin,-37.7536,145.0191,Northern Metropolitan,14577.0,581.0,690000.0,1187.6075731497417
Preston,460 Bell St,2,house,PI,29/04/2017,8.8,3072.0,2.0,1.0,Darebin,-37.7442,144.9958,Northern Metropolitan,14577.0,319.0,630000.0,1974.9216300940438
Preston,39 Malpas St,3,house,S,29/04/2017,8.8,3072.0,3.0,2.0,Darebin,-37.7344,145.0208,Northern Metropolitan,14577.0,637.0,1100000.0,1726.8445839874412
Preston,72 McNamara St,3,house,S,29/04/2017,8.8,3072.0,3.0,1.0,Darebin,-37.7288,144.9849,Northern Metropolitan,14577.0,575.0,1055000.0,1834.7826086956522
Preston,1/584 Murray Rd,2,unit,S,29/04/2017,8.8,3072.0,2.0,1.0,Darebin,-37.7362,144.9885,Northern Metropolitan,14577.0,196.0,560000.0,2857.1428571428573
Preston,3/152 Tyler St,1,unit,SP,29/04/2017,8.8,3072.0,1.0,1.0,Darebin,-37.7316,145.0201,Northern Metropolitan,14577.0,896.0,385000.0,429.6875
Reservoir,2 Fordham Rd,4,house,S,6/05/2017,11.2,3073.0,4.0,1.0,Darebin,-37.7148,145.019,Northern Metropolitan,21650.0,659.0,741000.0,1124.4309559939302
Reservoir,6 Greenock St,3,house,S,6/05/2017,11.2,3073.0,3.0,1.0,Darebin,-37.7039,145.0226,Northern Metropolitan,21650.0,547.0,725000.0,1325.4113345521023
Reservoir,2/144 Hickford St,3,unit,S,6/05/2017,11.2,3073.0,3.0,1.0,Darebin,-37.7018,145.0134,Northern Metropolitan,21650.0,320.0,615000.0,1921.875
Reservoir,3/963 High St,2,unit,S,6/05/2017,11.2,3073.0,2.0,1.0,Darebin,-37.7093,145.0083,Northern Metropolitan,21650.0,533.0,406000.0,761.7260787992495
Reservoir,29 Southernhay St,3,house,S,6/05/2017,11.2,3073.0,3.0,1.0,Darebin,-37.7258,145.0113,Northern Metropolitan,21650.0,649.0,1010000.0,1556.2403697996917
Reservoir,83 Whitelaw St,2,house,S,6/05/2017,11.2,3073.0,2.0,1.0,Darebin,-37.712,145.0205,Northern Metropolitan,21650.0,705.0,852000.0,1208.5106382978724
Reservoir,18 Zinnia St,3,house,SP,6/05/2017,11.2,3073.0,3.0,1.0,Darebin,-37.7152,144.9817,Northern Metropolitan,21650.0,490.0,595000.0,1214.2857142857142
Reservoir,5 Carson St,3,house,S,8/04/2017,11.2,3073.0,3.0,1.0,Darebin,-37.6982,145.0043,Northern Metropolitan,21650.0,874.0,665000.0,760.8695652173913
Reservoir,1/4 Kenilworth St,3,unit,S,8/04/2017,11.2,3073.0,3.0,1.0,Darebin,-37.714,145.007,Northern Metropolitan,21650.0,267.0,631000.0,2363.2958801498125
Reservoir,11 Mais St,4,house,S,8/04/2017,11.2,3073.0,4.0,2.0,Darebin,-37.7074,145.0276,Northern Metropolitan,21650.0,696.0,905000.0,1300.287356321839
Reservoir,33 McMahon Rd,5,house,S,8/04/2017,11.2,3073.0,5.0,2.0,Darebin,-37.7114,145.02100000000004,Northern Metropolitan,21650.0,676.0,845000.0,1250.0
Reservoir,3/138 Rathcown Rd,3,townhouse,S,8/04/2017,11.2,3073.0,3.0,2.0,Darebin,-37.7085,145.018,Northern Metropolitan,21650.0,213.0,815000.0,3826.2910798122066
Reservoir,19 Tovey St,4,house,S,8/04/2017,11.2,3073.0,4.0,3.0,Darebin,-37.701,144.9993,Northern Metropolitan,21650.0,697.0,770000.0,1104.7345767575323
Reservoir,37 Vale St,2,house,S,8/04/2017,11.2,3073.0,2.0,1.0,Darebin,-37.7269,144.988,Northern Metropolitan,21650.0,537.0,935000.0,1741.1545623836128
Reservoir,22 Wilson Bvd,3,house,S,8/04/2017,11.2,3073.0,3.0,1.0,Darebin,-37.7054,144.9945,Northern Metropolitan,21650.0,435.0,610000.0,1402.2988505747126
Reservoir,96b Cheddar Rd,4,house,S,13/05/2017,11.2,3073.0,0.0,1.0,Darebin,-37.6987,145.0203,Northern Metropolitan,21650.0,606.0,678500.0,1119.6369636963695
Reservoir,1 Delaware St,2,house,S,13/05/2017,11.2,3073.0,2.0,1.0,Darebin,-37.721,145.016,Northern Metropolitan,21650.0,419.0,861500.0,2056.0859188544155
Reservoir,21 Henty St,3,house,SP,13/05/2017,11.2,3073.0,3.0,1.0,Darebin,-37.7194,145.0015,Northern Metropolitan,21650.0,551.0,801000.0,1453.7205081669692
Reservoir,72 Henty St,4,house,S,13/05/2017,11.2,3073.0,4.0,1.0,Darebin,-37.7179,144.9908,Northern Metropolitan,21650.0,928.0,1150000.0,1239.2241379310344
Reservoir,3 Horton St,3,house,PI,13/05/2017,11.2,3073.0,3.0,2.0,Darebin,-37.7236,144.9876,Northern Metropolitan,21650.0,567.0,760000.0,1340.3880070546736
Reservoir,2/6 Merrilands Rd,2,unit,S,13/05/2017,11.2,3073.0,2.0,1.0,Darebin,-37.6955,145.0097,Northern Metropolitan,21650.0,143.0,490000.0,3426.573426573427
Reservoir,1/74 Miranda Rd,3,house,S,13/05/2017,11.2,3073.0,3.0,1.0,Darebin,-37.7068,145.0193,Northern Metropolitan,21650.0,371.0,605000.0,1630.7277628032346
Reservoir,1/209 Purinuan Rd,2,townhouse,S,13/05/2017,11.2,3073.0,2.0,2.0,Darebin,-37.7071,145.0108,Northern Metropolitan,21650.0,254.0,652000.0,2566.9291338582675
Reservoir,1/80 Delaware St,2,townhouse,S,20/05/2017,11.2,3073.0,2.0,1.0,Darebin,-37.7199,145.0091,Northern Metropolitan,21650.0,202.0,615000.0,3044.5544554455446
Reservoir,3/80 Delaware St,1,unit,S,20/05/2017,11.2,3073.0,1.0,1.0,Darebin,-37.7196,145.0092,Northern Metropolitan,21650.0,108.0,407000.0,3768.5185185185187
Reservoir,44 Mendip Rd,4,house,S,20/05/2017,11.2,3073.0,4.0,1.0,Darebin,-37.7205,145.0165,Northern Metropolitan,21650.0,635.0,930000.0,1464.5669291338584
Reservoir,1/28 North Rd,3,townhouse,S,20/05/2017,11.2,3073.0,3.0,2.0,Darebin,-37.7218,145.0231,Northern Metropolitan,21650.0,257.0,741000.0,2883.268482490272
Reservoir,2/87 Purinuan Rd,2,house,PI,20/05/2017,11.2,3073.0,2.0,1.0,Darebin,-37.7091,145.0259,Northern Metropolitan,21650.0,101.0,375000.0,3712.871287128713
Reservoir,6 Sedge Ct,4,house,S,20/05/2017,11.2,3073.0,4.0,2.0,Darebin,-37.6947,144.9851,Northern Metropolitan,21650.0,768.0,1005000.0,1308.59375
Reservoir,32 Ayr St,4,house,SP,22/04/2017,11.2,3073.0,4.0,1.0,Darebin,-37.7051,145.0331,Northern Metropolitan,21650.0,605.0,800000.0,1322.314049586777
Reservoir,42 Elinda Pl,2,unit,S,22/04/2017,11.2,3073.0,2.0,1.0,Darebin,-37.6986,145.024,Northern Metropolitan,21650.0,166.0,395000.0,2379.5180722891564
Reservoir,6 Joffre St,2,house,S,29/04/2017,11.2,3073.0,2.0,2.0,Darebin,-37.7302,145.0129,Northern Metropolitan,21650.0,715.0,1025000.0,1433.5664335664335
Reservoir,4/65 Thackeray Rd,2,unit,S,29/04/2017,11.2,3073.0,2.0,1.0,Darebin,-37.7216,145.0099,Northern Metropolitan,21650.0,110.0,505000.0,4590.909090909091
Richmond,7 Berry St,2,house,VB,6/05/2017,2.6,3121.0,2.0,1.0,Yarra,-37.8191,144.9977,Northern Metropolitan,14949.0,150.0,950000.0,6333.333333333333
Richmond,60 Gardner St,2,house,S,6/05/2017,2.6,3121.0,2.0,1.0,Yarra,-37.8172,145.0053,Northern Metropolitan,14949.0,166.0,1110000.0,6686.746987951808
Richmond,49 Garfield St,2,townhouse,VB,6/05/2017,2.6,3121.0,2.0,1.0,Yarra,-37.8119,144.9947,Northern Metropolitan,14949.0,113.0,950000.0,8407.079646017699
Richmond,4/39 Hunter St,2,unit,S,6/05/2017,2.6,3121.0,2.0,1.0,Yarra,-37.821,145.0054,Northern Metropolitan,14949.0,826.0,1226000.0,1484.2615012106537
Richmond,118 Somerset St,3,house,S,6/05/2017,2.6,3121.0,3.0,1.0,Yarra,-37.8162,145.006,Northern Metropolitan,14949.0,176.0,1214000.0,6897.727272727273
Richmond,308/633 Church St,3,unit,SP,8/04/2017,2.6,3121.0,3.0,1.0,Yarra,-37.833,144.997,Northern Metropolitan,14949.0,533.0,790000.0,1482.1763602251408
Richmond,29 Gipps St,3,house,VB,8/04/2017,2.6,3121.0,3.0,2.0,Yarra,-37.8235,144.9963,Northern Metropolitan,14949.0,848.0,1400000.0,1650.9433962264152
Richmond,307/18 Hull St,2,unit,VB,8/04/2017,2.6,3121.0,2.0,1.0,Yarra,-37.8175,144.9974,Northern Metropolitan,14949.0,533.0,500000.0,938.0863039399625
Richmond,1/2 Little Kent St,2,townhouse,S,8/04/2017,2.6,3121.0,2.0,2.0,Yarra,-37.8151,145.0003,Northern Metropolitan,14949.0,533.0,1090000.0,2045.0281425891183
Richmond,113A Richmond Tce,3,house,S,8/04/2017,2.6,3121.0,3.0,1.0,Yarra,-37.8221,144.9964,Northern Metropolitan,14949.0,240.0,1785000.0,7437.5
Richmond,101/27 Dickmann St,2,unit,VB,13/05/2017,2.6,3121.0,2.0,2.0,Yarra,-37.825,144.9976,Northern Metropolitan,14949.0,760.0,690000.0,907.8947368421053
Richmond,43 Gardner St,2,house,PI,13/05/2017,2.6,3121.0,2.0,1.0,Yarra,-37.817,145.0058,Northern Metropolitan,14949.0,134.0,1050000.0,7835.820895522388
Richmond,293 Highett St,3,house,PI,13/05/2017,2.6,3121.0,3.0,2.0,Yarra,-37.8161,145.0037,Northern Metropolitan,14949.0,181.0,2060000.0,11381.21546961326
Richmond,62 Butler St,2,house,PI,20/05/2017,2.6,3121.0,2.0,1.0,Yarra,-37.8108,144.9955,Northern Metropolitan,14949.0,111.0,860000.0,7747.747747747748
